,est.Spatial,est.Com.Size.Gradient,est.n1,E_PC1,Com.Size.Gradient,SD,Spatial
8905,6.094263667,3.416690848,12.51103524,,,,
9005,6.189166,3.416690848,12.60053186,,,,
9105,6.284068333,3.416690848,12.69002848,,,,
9205,6.378970667,3.416690848,12.7795251,,,,
9305,6.473873,3.416690848,12.86902172,,,,
9405,6.568775333,3.416690848,12.95851834,,,,
9505,6.663677667,3.416690848,13.04801496,,,,
9605,6.75858,3.416690848,13.13751158,,,,
9705,6.853482333,3.416690848,13.2270082,,,,
9805,6.948384667,3.416690848,13.31650482,,,,
9905,7.043287,3.416690848,13.40600144,,,,
6,-2.352044,3.478342061,4.542253595,,,,
106,-2.257141667,3.478342061,4.630350311,,,,
206,-2.162239333,3.478342061,4.718447028,,,,
306,-2.067337,3.478342061,4.806543744,,,,
406,-1.972434667,3.478342061,4.89464046,,,,
506,-1.877532333,3.478342061,4.982737177,,,,
606,-1.78263,3.478342061,5.070833893,,,,
706,-1.687727667,3.478342061,5.15893061,,,,
806,-1.592825333,3.478342061,5.247027326,,,,
906,-1.497923,3.478342061,5.335124043,,,,
1006,-1.403020667,3.478342061,5.423220759,,,,
1106,-1.308118333,3.478342061,5.511317476,,,,
1206,-1.213216,3.478342061,5.599414192,,,,
1306,-1.118313667,3.478342061,5.687510909,,,,
1406,-1.023411333,3.478342061,5.775607625,,,,
1506,-0.928509,3.478342061,5.863704342,,,,
1606,-0.833606667,3.478342061,5.951801058,,,,
1706,-0.738704333,3.478342061,6.039897775,,,,
1806,-0.643802,3.478342061,6.127994491,,,,
1906,-0.548899667,3.478342061,6.216091208,,,,
2006,-0.453997333,3.478342061,6.304187924,,,,
2106,-0.359095,3.478342061,6.392284641,,,,
2206,-0.264192667,3.478342061,6.480381357,,,,
2306,-0.169290333,3.478342061,6.568478074,,,,
2406,-0.074388,3.478342061,6.65657479,,,,
2506,0.020514333,3.478342061,6.744671507,,,,
2606,0.115416667,3.478342061,6.832768223,,,,
2706,0.210319,3.478342061,6.92086494,,,,
2806,0.305221333,3.478342061,7.008961656,,,,
2906,0.400123667,3.478342061,7.097058373,,,,
3006,0.495026,3.478342061,7.185155089,,,,
3106,0.589928333,3.478342061,7.273251805,,,,
3206,0.684830667,3.478342061,7.361348522,,,,
3306,0.779733,3.478342061,7.449445238,,,,
3406,0.874635333,3.478342061,7.537541955,,,,
3506,0.969537667,3.478342061,7.625638671,,,,
3606,1.06444,3.478342061,7.713735388,,,,
3706,1.159342333,3.478342061,7.801832104,,,,
3806,1.254244667,3.478342061,7.889928821,,,,
3906,1.349147,3.478342061,7.978025537,,,,
4006,1.444049333,3.478342061,8.066122254,,,,
4106,1.538951667,3.478342061,8.15421897,,,,
4206,1.633854,3.478342061,8.242315687,,,,
4306,1.728756333,3.478342061,8.330412403,,,,
4406,1.823658667,3.478342061,8.41850912,,,,
4506,1.918561,3.478342061,8.506605836,,,,
4606,2.013463333,3.478342061,8.594702553,,,,
4706,2.108365667,3.478342061,8.682799269,,,,
4806,2.203268,3.478342061,8.770895986,,,,
4906,2.298170333,3.478342061,8.858992702,,,,
5006,2.393072667,3.478342061,8.947089419,,,,
5106,2.487975,3.478342061,9.035186135,,,,
5206,2.582877333,3.478342061,9.123282852,,,,
5306,2.677779667,3.478342061,9.211379568,,,,
5406,2.772682,3.478342061,9.299476285,,,,
5506,2.867584333,3.478342061,9.387573001,,,,
5606,2.962486667,3.478342061,9.475669718,,,,
5706,3.057389,3.478342061,9.563766434,,,,
5806,3.152291333,3.478342061,9.65186315,,,,
5906,3.247193667,3.478342061,9.739959867,,,,
6006,3.342096,3.478342061,9.828056583,,,,
6106,3.436998333,3.478342061,9.9161533,,,,
6206,3.531900667,3.478342061,10.00425002,,,,
6306,3.626803,3.478342061,10.09234673,,,,
6406,3.721705333,3.478342061,10.18044345,,,,
6506,3.816607667,3.478342061,10.26854017,,,,
6606,3.91151,3.478342061,10.35663688,,,,
6706,4.006412333,3.478342061,10.4447336,,,,
6806,4.101314667,3.478342061,10.53283032,,,,
6906,4.196217,3.478342061,10.62092703,,,,
7006,4.291119333,3.478342061,10.70902375,,,,
7106,4.386021667,3.478342061,10.79712046,,,,
7206,4.480924,3.478342061,10.88521718,,,,
7306,4.575826333,3.478342061,10.9733139,,,,
7406,4.670728667,3.478342061,11.06141061,,,,
7506,4.765631,3.478342061,11.14950733,,,,
7606,4.860533333,3.478342061,11.23760405,,,,
7706,4.955435667,3.478342061,11.32570076,,,,
7806,5.050338,3.478342061,11.41379748,,,,
7906,5.145240333,3.478342061,11.5018942,,,,
8006,5.240142667,3.478342061,11.58999091,,,,
8106,5.335045,3.478342061,11.67808763,,,,
8206,5.429947333,3.478342061,11.76618435,,,,
8306,5.524849667,3.478342061,11.85428106,,,,
8406,5.619752,3.478342061,11.94237778,,,,
8506,5.714654333,3.478342061,12.0304745,,,,
8606,5.809556667,3.478342061,12.11857121,,,,
8706,5.904459,3.478342061,12.20666793,,,,
8806,5.999361333,3.478342061,12.29476464,,,,
8906,6.094263667,3.478342061,12.38286136,,,,
9006,6.189166,3.478342061,12.47095808,,,,
9106,6.284068333,3.478342061,12.55905479,,,,
9206,6.378970667,3.478342061,12.64715151,,,,
9306,6.473873,3.478342061,12.73524823,,,,
9406,6.568775333,3.478342061,12.82334494,,,,
9506,6.663677667,3.478342061,12.91144166,,,,
9606,6.75858,3.478342061,12.99953838,,,,
9706,6.853482333,3.478342061,13.08763509,,,,
9806,6.948384667,3.478342061,13.17573181,,,,
9906,7.043287,3.478342061,13.26382853,,,,
7,-2.352044,3.539993273,4.538671079,,,,
107,-2.257141667,3.539993273,4.625367892,,,,
207,-2.162239333,3.539993273,4.712064706,,,,
307,-2.067337,3.539993273,4.798761519,,,,
407,-1.972434667,3.539993273,4.885458333,,,,
507,-1.877532333,3.539993273,4.972155146,,,,
607,-1.78263,3.539993273,5.05885196,,,,
707,-1.687727667,3.539993273,5.145548773,,,,
807,-1.592825333,3.539993273,5.232245587,,,,
907,-1.497923,3.539993273,5.3189424,,,,
1007,-1.403020667,3.539993273,5.405639214,,,,
1107,-1.308118333,3.539993273,5.492336027,,,,
1207,-1.213216,3.539993273,5.579032841,,,,
1307,-1.118313667,3.539993273,5.665729654,,,,
1407,-1.023411333,3.539993273,5.752426468,,,,
1507,-0.928509,3.539993273,5.839123281,,,,
1607,-0.833606667,3.539993273,5.925820095,,,,
1707,-0.738704333,3.539993273,6.012516908,,,,
1807,-0.643802,3.539993273,6.099213722,,,,
1907,-0.548899667,3.539993273,6.185910535,,,,
2007,-0.453997333,3.539993273,6.272607349,,,,
2107,-0.359095,3.539993273,6.359304162,,,,
2207,-0.264192667,3.539993273,6.446000976,,,,
2307,-0.169290333,3.539993273,6.532697789,,,,
2407,-0.074388,3.539993273,6.619394603,,,,
2507,0.020514333,3.539993273,6.706091416,,,,
2607,0.115416667,3.539993273,6.79278823,,,,
2707,0.210319,3.539993273,6.879485043,,,,
2807,0.305221333,3.539993273,6.966181857,,,,
2907,0.400123667,3.539993273,7.05287867,,,,
3007,0.495026,3.539993273,7.139575484,,,,
3107,0.589928333,3.539993273,7.226272297,,,,
3207,0.684830667,3.539993273,7.312969111,,,,
3307,0.779733,3.539993273,7.399665924,,,,
3407,0.874635333,3.539993273,7.486362738,,,,
3507,0.969537667,3.539993273,7.573059551,,,,
3607,1.06444,3.539993273,7.659756365,,,,
3707,1.159342333,3.539993273,7.746453178,,,,
3807,1.254244667,3.539993273,7.833149992,,,,
3907,1.349147,3.539993273,7.919846805,,,,
4007,1.444049333,3.539993273,8.006543619,,,,
4107,1.538951667,3.539993273,8.093240433,,,,
4207,1.633854,3.539993273,8.179937246,,,,
4307,1.728756333,3.539993273,8.26663406,,,,
4407,1.823658667,3.539993273,8.353330873,,,,
4507,1.918561,3.539993273,8.440027687,,,,
4607,2.013463333,3.539993273,8.5267245,,,,
4707,2.108365667,3.539993273,8.613421314,,,,
4807,2.203268,3.539993273,8.700118127,,,,
4907,2.298170333,3.539993273,8.786814941,,,,
5007,2.393072667,3.539993273,8.873511754,,,,
5107,2.487975,3.539993273,8.960208568,,,,
5207,2.582877333,3.539993273,9.046905381,,,,
5307,2.677779667,3.539993273,9.133602195,,,,
5407,2.772682,3.539993273,9.220299008,,,,
5507,2.867584333,3.539993273,9.306995822,,,,
5607,2.962486667,3.539993273,9.393692635,,,,
5707,3.057389,3.539993273,9.480389449,,,,
5807,3.152291333,3.539993273,9.567086262,,,,
5907,3.247193667,3.539993273,9.653783076,,,,
6007,3.342096,3.539993273,9.740479889,,,,
6107,3.436998333,3.539993273,9.827176703,,,,
6207,3.531900667,3.539993273,9.913873516,,,,
6307,3.626803,3.539993273,10.00057033,,,,
6407,3.721705333,3.539993273,10.08726714,,,,
6507,3.816607667,3.539993273,10.17396396,,,,
6607,3.91151,3.539993273,10.26066077,,,,
6707,4.006412333,3.539993273,10.34735758,,,,
6807,4.101314667,3.539993273,10.4340544,,,,
6907,4.196217,3.539993273,10.52075121,,,,
7007,4.291119333,3.539993273,10.60744802,,,,
7107,4.386021667,3.539993273,10.69414484,,,,
7207,4.480924,3.539993273,10.78084165,,,,
7307,4.575826333,3.539993273,10.86753846,,,,
7407,4.670728667,3.539993273,10.95423528,,,,
7507,4.765631,3.539993273,11.04093209,,,,
7607,4.860533333,3.539993273,11.12762891,,,,
7707,4.955435667,3.539993273,11.21432572,,,,
7807,5.050338,3.539993273,11.30102253,,,,
7907,5.145240333,3.539993273,11.38771935,,,,
8007,5.240142667,3.539993273,11.47441616,,,,
8107,5.335045,3.539993273,11.56111297,,,,
8207,5.429947333,3.539993273,11.64780979,,,,
8307,5.524849667,3.539993273,11.7345066,,,,
8407,5.619752,3.539993273,11.82120341,,,,
8507,5.714654333,3.539993273,11.90790023,,,,
8607,5.809556667,3.539993273,11.99459704,,,,
8707,5.904459,3.539993273,12.08129385,,,,
8807,5.999361333,3.539993273,12.16799067,,,,
8907,6.094263667,3.539993273,12.25468748,,,,
9007,6.189166,3.539993273,12.34138429,,,,
9107,6.284068333,3.539993273,12.42808111,,,,
9207,6.378970667,3.539993273,12.51477792,,,,
9307,6.473873,3.539993273,12.60147474,,,,
9407,6.568775333,3.539993273,12.68817155,,,,
9507,6.663677667,3.539993273,12.77486836,,,,
9607,6.75858,3.539993273,12.86156518,,,,
9707,6.853482333,3.539993273,12.94826199,,,,
9807,6.948384667,3.539993273,13.0349588,,,,
9907,7.043287,3.539993273,13.12165562,,,,
8,-2.352044,3.601644485,4.535088563,,,,
108,-2.257141667,3.601644485,4.620385473,,,,
208,-2.162239333,3.601644485,4.705682384,,,,
308,-2.067337,3.601644485,4.790979294,,,,
408,-1.972434667,3.601644485,4.876276205,,,,
508,-1.877532333,3.601644485,4.961573115,,,,
608,-1.78263,3.601644485,5.046870026,,,,
708,-1.687727667,3.601644485,5.132166936,,,,
808,-1.592825333,3.601644485,5.217463847,,,,
908,-1.497923,3.601644485,5.302760757,,,,
1008,-1.403020667,3.601644485,5.388057668,,,,
1108,-1.308118333,3.601644485,5.473354579,,,,
1208,-1.213216,3.601644485,5.558651489,,,,
1308,-1.118313667,3.601644485,5.6439484,,,,
1408,-1.023411333,3.601644485,5.72924531,,,,
1508,-0.928509,3.601644485,5.814542221,,,,
1608,-0.833606667,3.601644485,5.899839131,,,,
1708,-0.738704333,3.601644485,5.985136042,,,,
1808,-0.643802,3.601644485,6.070432952,,,,
1908,-0.548899667,3.601644485,6.155729863,,,,
2008,-0.453997333,3.601644485,6.241026773,,,,
2108,-0.359095,3.601644485,6.326323684,,,,
2208,-0.264192667,3.601644485,6.411620595,,,,
2308,-0.169290333,3.601644485,6.496917505,,,,
2408,-0.074388,3.601644485,6.582214416,,,,
2508,0.020514333,3.601644485,6.667511326,,,,
2608,0.115416667,3.601644485,6.752808237,,,,
2708,0.210319,3.601644485,6.838105147,,,,
2808,0.305221333,3.601644485,6.923402058,,,,
2908,0.400123667,3.601644485,7.008698968,,,,
3008,0.495026,3.601644485,7.093995879,,,,
3108,0.589928333,3.601644485,7.179292789,,,,
3208,0.684830667,3.601644485,7.2645897,,,,
3308,0.779733,3.601644485,7.34988661,,,,
3408,0.874635333,3.601644485,7.435183521,,,,
3508,0.969537667,3.601644485,7.520480432,,,,
3608,1.06444,3.601644485,7.605777342,,,,
3708,1.159342333,3.601644485,7.691074253,,,,
3808,1.254244667,3.601644485,7.776371163,,,,
3908,1.349147,3.601644485,7.861668074,,,,
4008,1.444049333,3.601644485,7.946964984,,,,
4108,1.538951667,3.601644485,8.032261895,,,,
4208,1.633854,3.601644485,8.117558805,,,,
4308,1.728756333,3.601644485,8.202855716,,,,
4408,1.823658667,3.601644485,8.288152626,,,,
4508,1.918561,3.601644485,8.373449537,,,,
4608,2.013463333,3.601644485,8.458746447,,,,
4708,2.108365667,3.601644485,8.544043358,,,,
4808,2.203268,3.601644485,8.629340269,,,,
4908,2.298170333,3.601644485,8.714637179,,,,
5008,2.393072667,3.601644485,8.79993409,,,,
5108,2.487975,3.601644485,8.885231,,,,
5208,2.582877333,3.601644485,8.970527911,,,,
5308,2.677779667,3.601644485,9.055824821,,,,
5408,2.772682,3.601644485,9.141121732,,,,
5508,2.867584333,3.601644485,9.226418642,,,,
5608,2.962486667,3.601644485,9.311715553,,,,
5708,3.057389,3.601644485,9.397012463,,,,
5808,3.152291333,3.601644485,9.482309374,,,,
5908,3.247193667,3.601644485,9.567606284,,,,
6008,3.342096,3.601644485,9.652903195,,,,
6108,3.436998333,3.601644485,9.738200106,,,,
6208,3.531900667,3.601644485,9.823497016,,,,
6308,3.626803,3.601644485,9.908793927,,,,
6408,3.721705333,3.601644485,9.994090837,,,,
6508,3.816607667,3.601644485,10.07938775,,,,
6608,3.91151,3.601644485,10.16468466,,,,
6708,4.006412333,3.601644485,10.24998157,,,,
6808,4.101314667,3.601644485,10.33527848,,,,
6908,4.196217,3.601644485,10.42057539,,,,
7008,4.291119333,3.601644485,10.5058723,,,,
7108,4.386021667,3.601644485,10.59116921,,,,
7208,4.480924,3.601644485,10.67646612,,,,
7308,4.575826333,3.601644485,10.76176303,,,,
7408,4.670728667,3.601644485,10.84705994,,,,
7508,4.765631,3.601644485,10.93235685,,,,
7608,4.860533333,3.601644485,11.01765376,,,,
7708,4.955435667,3.601644485,11.10295067,,,,
7808,5.050338,3.601644485,11.18824758,,,,
7908,5.145240333,3.601644485,11.2735445,,,,
8008,5.240142667,3.601644485,11.35884141,,,,
8108,5.335045,3.601644485,11.44413832,,,,
8208,5.429947333,3.601644485,11.52943523,,,,
8308,5.524849667,3.601644485,11.61473214,,,,
8408,5.619752,3.601644485,11.70002905,,,,
8508,5.714654333,3.601644485,11.78532596,,,,
8608,5.809556667,3.601644485,11.87062287,,,,
8708,5.904459,3.601644485,11.95591978,,,,
8808,5.999361333,3.601644485,12.04121669,,,,
8908,6.094263667,3.601644485,12.1265136,,,,
9008,6.189166,3.601644485,12.21181051,,,,
9108,6.284068333,3.601644485,12.29710742,,,,
9208,6.378970667,3.601644485,12.38240433,,,,
9308,6.473873,3.601644485,12.46770124,,,,
9408,6.568775333,3.601644485,12.55299815,,,,
9508,6.663677667,3.601644485,12.63829506,,,,
9608,6.75858,3.601644485,12.72359197,,,,
9708,6.853482333,3.601644485,12.80888888,,,,
9808,6.948384667,3.601644485,12.8941858,,,,
9908,7.043287,3.601644485,12.97948271,,,,
9,-2.352044,3.663295697,4.531506047,,,,
109,-2.257141667,3.663295697,4.615403054,,,,
209,-2.162239333,3.663295697,4.699300062,,,,
309,-2.067337,3.663295697,4.783197069,,,,
409,-1.972434667,3.663295697,4.867094077,,,,
509,-1.877532333,3.663295697,4.950991085,,,,
609,-1.78263,3.663295697,5.034888092,,,,
709,-1.687727667,3.663295697,5.1187851,,,,
809,-1.592825333,3.663295697,5.202682107,,,,
909,-1.497923,3.663295697,5.286579115,,,,
1009,-1.403020667,3.663295697,5.370476122,,,,
1109,-1.308118333,3.663295697,5.45437313,,,,
1209,-1.213216,3.663295697,5.538270137,,,,
1309,-1.118313667,3.663295697,5.622167145,,,,
1409,-1.023411333,3.663295697,5.706064153,,,,
1509,-0.928509,3.663295697,5.78996116,,,,
1609,-0.833606667,3.663295697,5.873858168,,,,
1709,-0.738704333,3.663295697,5.957755175,,,,
1809,-0.643802,3.663295697,6.041652183,,,,
1909,-0.548899667,3.663295697,6.12554919,,,,
2009,-0.453997333,3.663295697,6.209446198,,,,
2109,-0.359095,3.663295697,6.293343206,,,,
2209,-0.264192667,3.663295697,6.377240213,,,,
2309,-0.169290333,3.663295697,6.461137221,,,,
2409,-0.074388,3.663295697,6.545034228,,,,
2509,0.020514333,3.663295697,6.628931236,,,,
2609,0.115416667,3.663295697,6.712828243,,,,
2709,0.210319,3.663295697,6.796725251,,,,
2809,0.305221333,3.663295697,6.880622259,,,,
2909,0.400123667,3.663295697,6.964519266,,,,
3009,0.495026,3.663295697,7.048416274,,,,
3109,0.589928333,3.663295697,7.132313281,,,,
3209,0.684830667,3.663295697,7.216210289,,,,
3309,0.779733,3.663295697,7.300107296,,,,
3409,0.874635333,3.663295697,7.384004304,,,,
3509,0.969537667,3.663295697,7.467901312,,,,
3609,1.06444,3.663295697,7.551798319,,,,
3709,1.159342333,3.663295697,7.635695327,,,,
3809,1.254244667,3.663295697,7.719592334,,,,
3909,1.349147,3.663295697,7.803489342,,,,
4009,1.444049333,3.663295697,7.887386349,,,,
4109,1.538951667,3.663295697,7.971283357,,,,
4209,1.633854,3.663295697,8.055180365,,,,
4309,1.728756333,3.663295697,8.139077372,,,,
4409,1.823658667,3.663295697,8.22297438,,,,
4509,1.918561,3.663295697,8.306871387,,,,
4609,2.013463333,3.663295697,8.390768395,,,,
4709,2.108365667,3.663295697,8.474665402,,,,
4809,2.203268,3.663295697,8.55856241,,,,
4909,2.298170333,3.663295697,8.642459418,,,,
5009,2.393072667,3.663295697,8.726356425,,,,
5109,2.487975,3.663295697,8.810253433,,,,
5209,2.582877333,3.663295697,8.89415044,,,,
5309,2.677779667,3.663295697,8.978047448,,,,
5409,2.772682,3.663295697,9.061944455,,,,
5509,2.867584333,3.663295697,9.145841463,,,,
5609,2.962486667,3.663295697,9.22973847,,,,
5709,3.057389,3.663295697,9.313635478,,,,
5809,3.152291333,3.663295697,9.397532486,,,,
5909,3.247193667,3.663295697,9.481429493,,,,
6009,3.342096,3.663295697,9.565326501,,,,
6109,3.436998333,3.663295697,9.649223508,,,,
6209,3.531900667,3.663295697,9.733120516,,,,
6309,3.626803,3.663295697,9.817017523,,,,
6409,3.721705333,3.663295697,9.900914531,,,,
6509,3.816607667,3.663295697,9.984811539,,,,
6609,3.91151,3.663295697,10.06870855,,,,
6709,4.006412333,3.663295697,10.15260555,,,,
6809,4.101314667,3.663295697,10.23650256,,,,
6909,4.196217,3.663295697,10.32039957,,,,
7009,4.291119333,3.663295697,10.40429658,,,,
7109,4.386021667,3.663295697,10.48819358,,,,
7209,4.480924,3.663295697,10.57209059,,,,
7309,4.575826333,3.663295697,10.6559876,,,,
7409,4.670728667,3.663295697,10.73988461,,,,
7509,4.765631,3.663295697,10.82378161,,,,
7609,4.860533333,3.663295697,10.90767862,,,,
7709,4.955435667,3.663295697,10.99157563,,,,
7809,5.050338,3.663295697,11.07547264,,,,
7909,5.145240333,3.663295697,11.15936964,,,,
8009,5.240142667,3.663295697,11.24326665,,,,
8109,5.335045,3.663295697,11.32716366,,,,
8209,5.429947333,3.663295697,11.41106067,,,,
8309,5.524849667,3.663295697,11.49495767,,,,
8409,5.619752,3.663295697,11.57885468,,,,
8509,5.714654333,3.663295697,11.66275169,,,,
8609,5.809556667,3.663295697,11.7466487,,,,
8709,5.904459,3.663295697,11.83054571,,,,
8809,5.999361333,3.663295697,11.91444271,,,,
8909,6.094263667,3.663295697,11.99833972,,,,
9009,6.189166,3.663295697,12.08223673,,,,
9109,6.284068333,3.663295697,12.16613374,,,,
9209,6.378970667,3.663295697,12.25003074,,,,
9309,6.473873,3.663295697,12.33392775,,,,
9409,6.568775333,3.663295697,12.41782476,,,,
9509,6.663677667,3.663295697,12.50172177,,,,
9609,6.75858,3.663295697,12.58561877,,,,
9709,6.853482333,3.663295697,12.66951578,,,,
9809,6.948384667,3.663295697,12.75341279,,,,
9909,7.043287,3.663295697,12.8373098,,,,
10,-2.352044,3.724946909,4.527923531,,,,
110,-2.257141667,3.724946909,4.610420635,,,,
210,-2.162239333,3.724946909,4.69291774,,,,
310,-2.067337,3.724946909,4.775414845,,,,
410,-1.972434667,3.724946909,4.857911949,,,,
510,-1.877532333,3.724946909,4.940409054,,,,
610,-1.78263,3.724946909,5.022906158,,,,
710,-1.687727667,3.724946909,5.105403263,,,,
810,-1.592825333,3.724946909,5.187900367,,,,
910,-1.497923,3.724946909,5.270397472,,,,
1010,-1.403020667,3.724946909,5.352894577,,,,
1110,-1.308118333,3.724946909,5.435391681,,,,
1210,-1.213216,3.724946909,5.517888786,,,,
1310,-1.118313667,3.724946909,5.60038589,,,,
1410,-1.023411333,3.724946909,5.682882995,,,,
1510,-0.928509,3.724946909,5.7653801,,,,
1610,-0.833606667,3.724946909,5.847877204,,,,
1710,-0.738704333,3.724946909,5.930374309,,,,
1810,-0.643802,3.724946909,6.012871413,,,,
1910,-0.548899667,3.724946909,6.095368518,,,,
2010,-0.453997333,3.724946909,6.177865623,,,,
