,est.Spatial,est.Com.Size.Gradient,est.n1,E_PC1,Com.Size.Gradient,SD,Spatial
158,-2.257141667,6.684205091,4.371264527,,,,
258,-2.162239333,6.684205091,4.386566289,,,,
358,-2.067337,6.684205091,4.401868051,,,,
458,-1.972434667,6.684205091,4.417169813,,,,
558,-1.877532333,6.684205091,4.432471575,,,,
658,-1.78263,6.684205091,4.447773337,,,,
758,-1.687727667,6.684205091,4.463075099,,,,
858,-1.592825333,6.684205091,4.478376861,,,,
958,-1.497923,6.684205091,4.493678623,,,,
1058,-1.403020667,6.684205091,4.508980384,,,,
1158,-1.308118333,6.684205091,4.524282146,,,,
1258,-1.213216,6.684205091,4.539583908,,,,
1358,-1.118313667,6.684205091,4.55488567,,,,
1458,-1.023411333,6.684205091,4.570187432,,,,
1558,-0.928509,6.684205091,4.585489194,,,,
1658,-0.833606667,6.684205091,4.600790956,,,,
1758,-0.738704333,6.684205091,4.616092718,,,,
1858,-0.643802,6.684205091,4.63139448,,,,
1958,-0.548899667,6.684205091,4.646696242,,,,
2058,-0.453997333,6.684205091,4.661998004,,,,
2158,-0.359095,6.684205091,4.677299766,,,,
2258,-0.264192667,6.684205091,4.692601528,,,,
2358,-0.169290333,6.684205091,4.70790329,,,,
2458,-0.074388,6.684205091,4.723205052,,,,
2558,0.020514333,6.684205091,4.738506814,,,,
2658,0.115416667,6.684205091,4.753808576,,,,
2758,0.210319,6.684205091,4.769110338,,,,
2858,0.305221333,6.684205091,4.7844121,,,,
2958,0.400123667,6.684205091,4.799713862,,,,
3058,0.495026,6.684205091,4.815015624,,,,
3158,0.589928333,6.684205091,4.830317386,,,,
3258,0.684830667,6.684205091,4.845619148,,,,
3358,0.779733,6.684205091,4.86092091,,,,
3458,0.874635333,6.684205091,4.876222672,,,,
3558,0.969537667,6.684205091,4.891524434,,,,
3658,1.06444,6.684205091,4.906826196,,,,
3758,1.159342333,6.684205091,4.922127958,,,,
3858,1.254244667,6.684205091,4.93742972,,,,
3958,1.349147,6.684205091,4.952731482,,,,
4058,1.444049333,6.684205091,4.968033244,,,,
4158,1.538951667,6.684205091,4.983335006,,,,
4258,1.633854,6.684205091,4.998636768,,,,
4358,1.728756333,6.684205091,5.01393853,,,,
4458,1.823658667,6.684205091,5.029240292,,,,
4558,1.918561,6.684205091,5.044542054,,,,
4658,2.013463333,6.684205091,5.059843816,,,,
4758,2.108365667,6.684205091,5.075145578,,,,
4858,2.203268,6.684205091,5.09044734,,,,
4958,2.298170333,6.684205091,5.105749102,,,,
5058,2.393072667,6.684205091,5.121050864,,,,
5158,2.487975,6.684205091,5.136352626,,,,
5258,2.582877333,6.684205091,5.151654388,,,,
5358,2.677779667,6.684205091,5.16695615,,,,
5458,2.772682,6.684205091,5.182257912,,,,
5558,2.867584333,6.684205091,5.197559674,,,,
5658,2.962486667,6.684205091,5.212861436,,,,
5758,3.057389,6.684205091,5.228163198,,,,
5858,3.152291333,6.684205091,5.243464959,,,,
5958,3.247193667,6.684205091,5.258766721,,,,
6058,3.342096,6.684205091,5.274068483,,,,
6158,3.436998333,6.684205091,5.289370245,,,,
6258,3.531900667,6.684205091,5.304672007,,,,
6358,3.626803,6.684205091,5.319973769,,,,
6458,3.721705333,6.684205091,5.335275531,,,,
6558,3.816607667,6.684205091,5.350577293,,,,
6658,3.91151,6.684205091,5.365879055,,,,
6758,4.006412333,6.684205091,5.381180817,,,,
6858,4.101314667,6.684205091,5.396482579,,,,
6958,4.196217,6.684205091,5.411784341,,,,
7058,4.291119333,6.684205091,5.427086103,,,,
7158,4.386021667,6.684205091,5.442387865,,,,
7258,4.480924,6.684205091,5.457689627,,,,
7358,4.575826333,6.684205091,5.472991389,,,,
7458,4.670728667,6.684205091,5.488293151,,,,
7558,4.765631,6.684205091,5.503594913,,,,
7658,4.860533333,6.684205091,5.518896675,,,,
7758,4.955435667,6.684205091,5.534198437,,,,
7858,5.050338,6.684205091,5.549500199,,,,
7958,5.145240333,6.684205091,5.564801961,,,,
8058,5.240142667,6.684205091,5.580103723,,,,
8158,5.335045,6.684205091,5.595405485,,,,
8258,5.429947333,6.684205091,5.610707247,,,,
8358,5.524849667,6.684205091,5.626009009,,,,
8458,5.619752,6.684205091,5.641310771,,,,
8558,5.714654333,6.684205091,5.656612533,,,,
8658,5.809556667,6.684205091,5.671914295,,,,
8758,5.904459,6.684205091,5.687216057,,,,
8858,5.999361333,6.684205091,5.702517819,,,,
8958,6.094263667,6.684205091,5.717819581,,,,
9058,6.189166,6.684205091,5.733121343,,,,
9158,6.284068333,6.684205091,5.748423105,,,,
9258,6.378970667,6.684205091,5.763724867,,,,
9358,6.473873,6.684205091,5.779026629,,,,
9458,6.568775333,6.684205091,5.794328391,,,,
9558,6.663677667,6.684205091,5.809630153,,,,
9658,6.75858,6.684205091,5.824931915,,,,
9758,6.853482333,6.684205091,5.840233677,,,,
9858,6.948384667,6.684205091,5.855535439,,,,
9958,7.043287,6.684205091,5.870837201,,,,
59,-2.352044,6.745856303,4.352380249,,,,
159,-2.257141667,6.745856303,4.366282108,,,,
259,-2.162239333,6.745856303,4.380183967,,,,
359,-2.067337,6.745856303,4.394085826,,,,
459,-1.972434667,6.745856303,4.407987685,,,,
559,-1.877532333,6.745856303,4.421889544,,,,
659,-1.78263,6.745856303,4.435791403,,,,
759,-1.687727667,6.745856303,4.449693262,,,,
859,-1.592825333,6.745856303,4.463595121,,,,
959,-1.497923,6.745856303,4.47749698,,,,
1059,-1.403020667,6.745856303,4.491398839,,,,
1159,-1.308118333,6.745856303,4.505300698,,,,
1259,-1.213216,6.745856303,4.519202557,,,,
1359,-1.118313667,6.745856303,4.533104416,,,,
1459,-1.023411333,6.745856303,4.547006275,,,,
1559,-0.928509,6.745856303,4.560908134,,,,
1659,-0.833606667,6.745856303,4.574809993,,,,
1759,-0.738704333,6.745856303,4.588711852,,,,
1859,-0.643802,6.745856303,4.602613711,,,,
1959,-0.548899667,6.745856303,4.61651557,,,,
2059,-0.453997333,6.745856303,4.630417429,,,,
2159,-0.359095,6.745856303,4.644319288,,,,
2259,-0.264192667,6.745856303,4.658221147,,,,
2359,-0.169290333,6.745856303,4.672123006,,,,
2459,-0.074388,6.745856303,4.686024865,,,,
2559,0.020514333,6.745856303,4.699926724,,,,
2659,0.115416667,6.745856303,4.713828583,,,,
2759,0.210319,6.745856303,4.727730442,,,,
2859,0.305221333,6.745856303,4.741632301,,,,
2959,0.400123667,6.745856303,4.75553416,,,,
3059,0.495026,6.745856303,4.769436019,,,,
3159,0.589928333,6.745856303,4.783337878,,,,
3259,0.684830667,6.745856303,4.797239737,,,,
3359,0.779733,6.745856303,4.811141596,,,,
3459,0.874635333,6.745856303,4.825043455,,,,
3559,0.969537667,6.745856303,4.838945314,,,,
3659,1.06444,6.745856303,4.852847173,,,,
3759,1.159342333,6.745856303,4.866749032,,,,
3859,1.254244667,6.745856303,4.880650891,,,,
3959,1.349147,6.745856303,4.89455275,,,,
4059,1.444049333,6.745856303,4.908454609,,,,
4159,1.538951667,6.745856303,4.922356468,,,,
4259,1.633854,6.745856303,4.936258327,,,,
4359,1.728756333,6.745856303,4.950160186,,,,
4459,1.823658667,6.745856303,4.964062045,,,,
4559,1.918561,6.745856303,4.977963904,,,,
4659,2.013463333,6.745856303,4.991865763,,,,
4759,2.108365667,6.745856303,5.005767622,,,,
4859,2.203268,6.745856303,5.019669481,,,,
4959,2.298170333,6.745856303,5.03357134,,,,
5059,2.393072667,6.745856303,5.047473199,,,,
5159,2.487975,6.745856303,5.061375058,,,,
5259,2.582877333,6.745856303,5.075276917,,,,
5359,2.677779667,6.745856303,5.089178776,,,,
5459,2.772682,6.745856303,5.103080635,,,,
5559,2.867584333,6.745856303,5.116982494,,,,
5659,2.962486667,6.745856303,5.130884353,,,,
5759,3.057389,6.745856303,5.144786212,,,,
5859,3.152291333,6.745856303,5.158688071,,,,
5959,3.247193667,6.745856303,5.17258993,,,,
6059,3.342096,6.745856303,5.186491789,,,,
6159,3.436998333,6.745856303,5.200393648,,,,
6259,3.531900667,6.745856303,5.214295507,,,,
6359,3.626803,6.745856303,5.228197366,,,,
6459,3.721705333,6.745856303,5.242099225,,,,
6559,3.816607667,6.745856303,5.256001084,,,,
6659,3.91151,6.745856303,5.269902943,,,,
6759,4.006412333,6.745856303,5.283804802,,,,
6859,4.101314667,6.745856303,5.297706661,,,,
6959,4.196217,6.745856303,5.31160852,,,,
7059,4.291119333,6.745856303,5.325510379,,,,
7159,4.386021667,6.745856303,5.339412238,,,,
7259,4.480924,6.745856303,5.353314097,,,,
7359,4.575826333,6.745856303,5.367215956,,,,
7459,4.670728667,6.745856303,5.381117815,,,,
7559,4.765631,6.745856303,5.395019674,,,,
7659,4.860533333,6.745856303,5.408921533,,,,
7759,4.955435667,6.745856303,5.422823392,,,,
7859,5.050338,6.745856303,5.436725251,,,,
7959,5.145240333,6.745856303,5.45062711,,,,
8059,5.240142667,6.745856303,5.464528969,,,,
8159,5.335045,6.745856303,5.478430828,,,,
8259,5.429947333,6.745856303,5.492332687,,,,
8359,5.524849667,6.745856303,5.506234546,,,,
8459,5.619752,6.745856303,5.520136405,,,,
8559,5.714654333,6.745856303,5.534038264,,,,
8659,5.809556667,6.745856303,5.547940123,,,,
8759,5.904459,6.745856303,5.561841982,,,,
8859,5.999361333,6.745856303,5.575743841,,,,
8959,6.094263667,6.745856303,5.5896457,,,,
9059,6.189166,6.745856303,5.603547559,,,,
9159,6.284068333,6.745856303,5.617449418,,,,
9259,6.378970667,6.745856303,5.631351277,,,,
9359,6.473873,6.745856303,5.645253136,,,,
9459,6.568775333,6.745856303,5.659154995,,,,
9559,6.663677667,6.745856303,5.673056854,,,,
9659,6.75858,6.745856303,5.686958713,,,,
9759,6.853482333,6.745856303,5.700860573,,,,
9859,6.948384667,6.745856303,5.714762432,,,,
9959,7.043287,6.745856303,5.728664291,,,,
60,-2.352044,6.807507515,4.348797733,,,,
160,-2.257141667,6.807507515,4.361299689,,,,
260,-2.162239333,6.807507515,4.373801645,,,,
360,-2.067337,6.807507515,4.386303601,,,,
460,-1.972434667,6.807507515,4.398805557,,,,
560,-1.877532333,6.807507515,4.411307513,,,,
660,-1.78263,6.807507515,4.423809469,,,,
760,-1.687727667,6.807507515,4.436311425,,,,
860,-1.592825333,6.807507515,4.448813381,,,,
960,-1.497923,6.807507515,4.461315337,,,,
1060,-1.403020667,6.807507515,4.473817293,,,,
1160,-1.308118333,6.807507515,4.486319249,,,,
1260,-1.213216,6.807507515,4.498821205,,,,
1360,-1.118313667,6.807507515,4.511323161,,,,
1460,-1.023411333,6.807507515,4.523825117,,,,
1560,-0.928509,6.807507515,4.536327073,,,,
1660,-0.833606667,6.807507515,4.548829029,,,,
1760,-0.738704333,6.807507515,4.561330985,,,,
1860,-0.643802,6.807507515,4.573832941,,,,
1960,-0.548899667,6.807507515,4.586334897,,,,
2060,-0.453997333,6.807507515,4.598836854,,,,
2160,-0.359095,6.807507515,4.61133881,,,,
2260,-0.264192667,6.807507515,4.623840766,,,,
2360,-0.169290333,6.807507515,4.636342722,,,,
2460,-0.074388,6.807507515,4.648844678,,,,
2560,0.020514333,6.807507515,4.661346634,,,,
2660,0.115416667,6.807507515,4.67384859,,,,
2760,0.210319,6.807507515,4.686350546,,,,
2860,0.305221333,6.807507515,4.698852502,,,,
2960,0.400123667,6.807507515,4.711354458,,,,
3060,0.495026,6.807507515,4.723856414,,,,
3160,0.589928333,6.807507515,4.73635837,,,,
3260,0.684830667,6.807507515,4.748860326,,,,
3360,0.779733,6.807507515,4.761362282,,,,
3460,0.874635333,6.807507515,4.773864238,,,,
3560,0.969537667,6.807507515,4.786366194,,,,
3660,1.06444,6.807507515,4.79886815,,,,
3760,1.159342333,6.807507515,4.811370106,,,,
3860,1.254244667,6.807507515,4.823872062,,,,
3960,1.349147,6.807507515,4.836374018,,,,
4060,1.444049333,6.807507515,4.848875974,,,,
4160,1.538951667,6.807507515,4.86137793,,,,
4260,1.633854,6.807507515,4.873879886,,,,
4360,1.728756333,6.807507515,4.886381842,,,,
4460,1.823658667,6.807507515,4.898883798,,,,
4560,1.918561,6.807507515,4.911385754,,,,
4660,2.013463333,6.807507515,4.92388771,,,,
4760,2.108365667,6.807507515,4.936389667,,,,
4860,2.203268,6.807507515,4.948891623,,,,
4960,2.298170333,6.807507515,4.961393579,,,,
5060,2.393072667,6.807507515,4.973895535,,,,
5160,2.487975,6.807507515,4.986397491,,,,
5260,2.582877333,6.807507515,4.998899447,,,,
5360,2.677779667,6.807507515,5.011401403,,,,
5460,2.772682,6.807507515,5.023903359,,,,
5560,2.867584333,6.807507515,5.036405315,,,,
5660,2.962486667,6.807507515,5.048907271,,,,
5760,3.057389,6.807507515,5.061409227,,,,
5860,3.152291333,6.807507515,5.073911183,,,,
5960,3.247193667,6.807507515,5.086413139,,,,
6060,3.342096,6.807507515,5.098915095,,,,
6160,3.436998333,6.807507515,5.111417051,,,,
6260,3.531900667,6.807507515,5.123919007,,,,
6360,3.626803,6.807507515,5.136420963,,,,
6460,3.721705333,6.807507515,5.148922919,,,,
6560,3.816607667,6.807507515,5.161424875,,,,
6660,3.91151,6.807507515,5.173926831,,,,
6760,4.006412333,6.807507515,5.186428787,,,,
6860,4.101314667,6.807507515,5.198930743,,,,
6960,4.196217,6.807507515,5.211432699,,,,
7060,4.291119333,6.807507515,5.223934655,,,,
7160,4.386021667,6.807507515,5.236436611,,,,
7260,4.480924,6.807507515,5.248938567,,,,
7360,4.575826333,6.807507515,5.261440523,,,,
7460,4.670728667,6.807507515,5.273942479,,,,
7560,4.765631,6.807507515,5.286444436,,,,
7660,4.860533333,6.807507515,5.298946392,,,,
7760,4.955435667,6.807507515,5.311448348,,,,
7860,5.050338,6.807507515,5.323950304,,,,
7960,5.145240333,6.807507515,5.33645226,,,,
8060,5.240142667,6.807507515,5.348954216,,,,
8160,5.335045,6.807507515,5.361456172,,,,
8260,5.429947333,6.807507515,5.373958128,,,,
8360,5.524849667,6.807507515,5.386460084,,,,
8460,5.619752,6.807507515,5.39896204,,,,
8560,5.714654333,6.807507515,5.411463996,,,,
8660,5.809556667,6.807507515,5.423965952,,,,
8760,5.904459,6.807507515,5.436467908,,,,
8860,5.999361333,6.807507515,5.448969864,,,,
8960,6.094263667,6.807507515,5.46147182,,,,
9060,6.189166,6.807507515,5.473973776,,,,
9160,6.284068333,6.807507515,5.486475732,,,,
9260,6.378970667,6.807507515,5.498977688,,,,
9360,6.473873,6.807507515,5.511479644,,,,
9460,6.568775333,6.807507515,5.5239816,,,,
9560,6.663677667,6.807507515,5.536483556,,,,
9660,6.75858,6.807507515,5.548985512,,,,
9760,6.853482333,6.807507515,5.561487468,,,,
9860,6.948384667,6.807507515,5.573989424,,,,
9960,7.043287,6.807507515,5.58649138,,,,
61,-2.352044,6.869158727,4.345215217,,,,
161,-2.257141667,6.869158727,4.35631727,,,,
261,-2.162239333,6.869158727,4.367419323,,,,
361,-2.067337,6.869158727,4.378521376,,,,
461,-1.972434667,6.869158727,4.389623429,,,,
561,-1.877532333,6.869158727,4.400725482,,,,
661,-1.78263,6.869158727,4.411827535,,,,
761,-1.687727667,6.869158727,4.422929588,,,,
861,-1.592825333,6.869158727,4.434031641,,,,
961,-1.497923,6.869158727,4.445133694,,,,
1061,-1.403020667,6.869158727,4.456235747,,,,
1161,-1.308118333,6.869158727,4.467337801,,,,
1261,-1.213216,6.869158727,4.478439854,,,,
1361,-1.118313667,6.869158727,4.489541907,,,,
1461,-1.023411333,6.869158727,4.50064396,,,,
1561,-0.928509,6.869158727,4.511746013,,,,
1661,-0.833606667,6.869158727,4.522848066,,,,
1761,-0.738704333,6.869158727,4.533950119,,,,
1861,-0.643802,6.869158727,4.545052172,,,,
1961,-0.548899667,6.869158727,4.556154225,,,,
2061,-0.453997333,6.869158727,4.567256278,,,,
2161,-0.359095,6.869158727,4.578358331,,,,
2261,-0.264192667,6.869158727,4.589460384,,,,
2361,-0.169290333,6.869158727,4.600562437,,,,
2461,-0.074388,6.869158727,4.61166449,,,,
2561,0.020514333,6.869158727,4.622766543,,,,
2661,0.115416667,6.869158727,4.633868597,,,,
2761,0.210319,6.869158727,4.64497065,,,,
2861,0.305221333,6.869158727,4.656072703,,,,
2961,0.400123667,6.869158727,4.667174756,,,,
3061,0.495026,6.869158727,4.678276809,,,,
3161,0.589928333,6.869158727,4.689378862,,,,
3261,0.684830667,6.869158727,4.700480915,,,,
3361,0.779733,6.869158727,4.711582968,,,,
3461,0.874635333,6.869158727,4.722685021,,,,
3561,0.969537667,6.869158727,4.733787074,,,,
3661,1.06444,6.869158727,4.744889127,,,,
3761,1.159342333,6.869158727,4.75599118,,,,
3861,1.254244667,6.869158727,4.767093233,,,,
3961,1.349147,6.869158727,4.778195286,,,,
4061,1.444049333,6.869158727,4.789297339,,,,
4161,1.538951667,6.869158727,4.800399393,,,,
4261,1.633854,6.869158727,4.811501446,,,,
4361,1.728756333,6.869158727,4.822603499,,,,
4461,1.823658667,6.869158727,4.833705552,,,,
4561,1.918561,6.869158727,4.844807605,,,,
4661,2.013463333,6.869158727,4.855909658,,,,
4761,2.108365667,6.869158727,4.867011711,,,,
4861,2.203268,6.869158727,4.878113764,,,,
4961,2.298170333,6.869158727,4.889215817,,,,
5061,2.393072667,6.869158727,4.90031787,,,,
5161,2.487975,6.869158727,4.911419923,,,,
5261,2.582877333,6.869158727,4.922521976,,,,
5361,2.677779667,6.869158727,4.933624029,,,,
5461,2.772682,6.869158727,4.944726082,,,,
5561,2.867584333,6.869158727,4.955828135,,,,
5661,2.962486667,6.869158727,4.966930188,,,,
5761,3.057389,6.869158727,4.978032242,,,,
5861,3.152291333,6.869158727,4.989134295,,,,
5961,3.247193667,6.869158727,5.000236348,,,,
6061,3.342096,6.869158727,5.011338401,,,,
6161,3.436998333,6.869158727,5.022440454,,,,
6261,3.531900667,6.869158727,5.033542507,,,,
6361,3.626803,6.869158727,5.04464456,,,,
6461,3.721705333,6.869158727,5.055746613,,,,
6561,3.816607667,6.869158727,5.066848666,,,,
6661,3.91151,6.869158727,5.077950719,,,,
6761,4.006412333,6.869158727,5.089052772,,,,
6861,4.101314667,6.869158727,5.100154825,,,,
6961,4.196217,6.869158727,5.111256878,,,,
7061,4.291119333,6.869158727,5.122358931,,,,
7161,4.386021667,6.869158727,5.133460984,,,,
7261,4.480924,6.869158727,5.144563038,,,,
7361,4.575826333,6.869158727,5.155665091,,,,
7461,4.670728667,6.869158727,5.166767144,,,,
7561,4.765631,6.869158727,5.177869197,,,,
7661,4.860533333,6.869158727,5.18897125,,,,
7761,4.955435667,6.869158727,5.200073303,,,,
7861,5.050338,6.869158727,5.211175356,,,,
7961,5.145240333,6.869158727,5.222277409,,,,
8061,5.240142667,6.869158727,5.233379462,,,,
8161,5.335045,6.869158727,5.244481515,,,,
8261,5.429947333,6.869158727,5.255583568,,,,
8361,5.524849667,6.869158727,5.266685621,,,,
8461,5.619752,6.869158727,5.277787674,,,,
8561,5.714654333,6.869158727,5.288889727,,,,
8661,5.809556667,6.869158727,5.29999178,,,,
8761,5.904459,6.869158727,5.311093834,,,,
8861,5.999361333,6.869158727,5.322195887,,,,
8961,6.094263667,6.869158727,5.33329794,,,,
9061,6.189166,6.869158727,5.344399993,,,,
9161,6.284068333,6.869158727,5.355502046,,,,
9261,6.378970667,6.869158727,5.366604099,,,,
9361,6.473873,6.869158727,5.377706152,,,,
9461,6.568775333,6.869158727,5.388808205,,,,
9561,6.663677667,6.869158727,5.399910258,,,,
9661,6.75858,6.869158727,5.411012311,,,,
9761,6.853482333,6.869158727,5.422114364,,,,
9861,6.948384667,6.869158727,5.433216417,,,,
9961,7.043287,6.869158727,5.44431847,,,,
62,-2.352044,6.930809939,4.341632701,,,,
162,-2.257141667,6.930809939,4.351334851,,,,
262,-2.162239333,6.930809939,4.361037001,,,,
362,-2.067337,6.930809939,4.370739151,,,,
462,-1.972434667,6.930809939,4.380441301,,,,
562,-1.877532333,6.930809939,4.390143451,,,,
662,-1.78263,6.930809939,4.399845601,,,,
762,-1.687727667,6.930809939,4.409547752,,,,
862,-1.592825333,6.930809939,4.419249902,,,,
962,-1.497923,6.930809939,4.428952052,,,,
1062,-1.403020667,6.930809939,4.438654202,,,,
1162,-1.308118333,6.930809939,4.448356352,,,,
1262,-1.213216,6.930809939,4.458058502,,,,
1362,-1.118313667,6.930809939,4.467760652,,,,
1462,-1.023411333,6.930809939,4.477462802,,,,
1562,-0.928509,6.930809939,4.487164952,,,,
1662,-0.833606667,6.930809939,4.496867102,,,,
1762,-0.738704333,6.930809939,4.506569252,,,,
1862,-0.643802,6.930809939,4.516271403,,,,
1962,-0.548899667,6.930809939,4.525973553,,,,
2062,-0.453997333,6.930809939,4.535675703,,,,
2162,-0.359095,6.930809939,4.545377853,,,,
2262,-0.264192667,6.930809939,4.555080003,,,,
2362,-0.169290333,6.930809939,4.564782153,,,,
2462,-0.074388,6.930809939,4.574484303,,,,
2562,0.020514333,6.930809939,4.584186453,,,,
2662,0.115416667,6.930809939,4.593888603,,,,
2762,0.210319,6.930809939,4.603590753,,,,
2862,0.305221333,6.930809939,4.613292903,,,,
2962,0.400123667,6.930809939,4.622995054,,,,
3062,0.495026,6.930809939,4.632697204,,,,
3162,0.589928333,6.930809939,4.642399354,,,,
3262,0.684830667,6.930809939,4.652101504,,,,
3362,0.779733,6.930809939,4.661803654,,,,
3462,0.874635333,6.930809939,4.671505804,,,,
3562,0.969537667,6.930809939,4.681207954,,,,
3662,1.06444,6.930809939,4.690910104,,,,
3762,1.159342333,6.930809939,4.700612254,,,,
3862,1.254244667,6.930809939,4.710314404,,,,
3962,1.349147,6.930809939,4.720016555,,,,
4062,1.444049333,6.930809939,4.729718705,,,,
4162,1.538951667,6.930809939,4.739420855,,,,
4262,1.633854,6.930809939,4.749123005,,,,
4362,1.728756333,6.930809939,4.758825155,,,,
4462,1.823658667,6.930809939,4.768527305,,,,
4562,1.918561,6.930809939,4.778229455,,,,
4662,2.013463333,6.930809939,4.787931605,,,,
4762,2.108365667,6.930809939,4.797633755,,,,
4862,2.203268,6.930809939,4.807335905,,,,
4962,2.298170333,6.930809939,4.817038055,,,,
5062,2.393072667,6.930809939,4.826740206,,,,
5162,2.487975,6.930809939,4.836442356,,,,
5262,2.582877333,6.930809939,4.846144506,,,,
5362,2.677779667,6.930809939,4.855846656,,,,
5462,2.772682,6.930809939,4.865548806,,,,
5562,2.867584333,6.930809939,4.875250956,,,,
5662,2.962486667,6.930809939,4.884953106,,,,
5762,3.057389,6.930809939,4.894655256,,,,
5862,3.152291333,6.930809939,4.904357406,,,,
5962,3.247193667,6.930809939,4.914059556,,,,
6062,3.342096,6.930809939,4.923761707,,,,
6162,3.436998333,6.930809939,4.933463857,,,,
6262,3.531900667,6.930809939,4.943166007,,,,
6362,3.626803,6.930809939,4.952868157,,,,
6462,3.721705333,6.930809939,4.962570307,,,,
6562,3.816607667,6.930809939,4.972272457,,,,
6662,3.91151,6.930809939,4.981974607,,,,
6762,4.006412333,6.930809939,4.991676757,,,,
6862,4.101314667,6.930809939,5.001378907,,,,
6962,4.196217,6.930809939,5.011081057,,,,
7062,4.291119333,6.930809939,5.020783207,,,,
7162,4.386021667,6.930809939,5.030485358,,,,
7262,4.480924,6.930809939,5.040187508,,,,
7362,4.575826333,6.930809939,5.049889658,,,,
7462,4.670728667,6.930809939,5.059591808,,,,
7562,4.765631,6.930809939,5.069293958,,,,
7662,4.860533333,6.930809939,5.078996108,,,,
7762,4.955435667,6.930809939,5.088698258,,,,
7862,5.050338,6.930809939,5.098400408,,,,
7962,5.145240333,6.930809939,5.108102558,,,,
8062,5.240142667,6.930809939,5.117804708,,,,
8162,5.335045,6.930809939,5.127506858,,,,
8262,5.429947333,6.930809939,5.137209009,,,,
8362,5.524849667,6.930809939,5.146911159,,,,
8462,5.619752,6.930809939,5.156613309,,,,
8562,5.714654333,6.930809939,5.166315459,,,,
8662,5.809556667,6.930809939,5.176017609,,,,
8762,5.904459,6.930809939,5.185719759,,,,
8862,5.999361333,6.930809939,5.195421909,,,,
8962,6.094263667,6.930809939,5.205124059,,,,
9062,6.189166,6.930809939,5.214826209,,,,
9162,6.284068333,6.930809939,5.224528359,,,,
9262,6.378970667,6.930809939,5.23423051,,,,
9362,6.473873,6.930809939,5.24393266,,,,
9462,6.568775333,6.930809939,5.25363481,,,,
9562,6.663677667,6.930809939,5.26333696,,,,
9662,6.75858,6.930809939,5.27303911,,,,
9762,6.853482333,6.930809939,5.28274126,,,,
9862,6.948384667,6.930809939,5.29244341,,,,
9962,7.043287,6.930809939,5.30214556,,,,
63,-2.352044,6.992461152,4.338050185,,,,
163,-2.257141667,6.992461152,4.346352432,,,,
263,-2.162239333,6.992461152,4.354654679,,,,
363,-2.067337,6.992461152,4.362956926,,,,
463,-1.972434667,6.992461152,4.371259173,,,,
563,-1.877532333,6.992461152,4.379561421,,,,
663,-1.78263,6.992461152,4.387863668,,,,
763,-1.687727667,6.992461152,4.396165915,,,,
863,-1.592825333,6.992461152,4.404468162,,,,
963,-1.497923,6.992461152,4.412770409,,,,
1063,-1.403020667,6.992461152,4.421072656,,,,
1163,-1.308118333,6.992461152,4.429374903,,,,
1263,-1.213216,6.992461152,4.43767715,,,,
1363,-1.118313667,6.992461152,4.445979397,,,,
1463,-1.023411333,6.992461152,4.454281645,,,,
1563,-0.928509,6.992461152,4.462583892,,,,
1663,-0.833606667,6.992461152,4.470886139,,,,
1763,-0.738704333,6.992461152,4.479188386,,,,
1863,-0.643802,6.992461152,4.487490633,,,,
1963,-0.548899667,6.992461152,4.49579288,,,,
2063,-0.453997333,6.992461152,4.504095127,,,,
2163,-0.359095,6.992461152,4.512397374,,,,
2263,-0.264192667,6.992461152,4.520699622,,,,
2363,-0.169290333,6.992461152,4.529001869,,,,
2463,-0.074388,6.992461152,4.537304116,,,,
2563,0.020514333,6.992461152,4.545606363,,,,
2663,0.115416667,6.992461152,4.55390861,,,,
2763,0.210319,6.992461152,4.562210857,,,,
2863,0.305221333,6.992461152,4.570513104,,,,
2963,0.400123667,6.992461152,4.578815351,,,,
3063,0.495026,6.992461152,4.587117599,,,,
3163,0.589928333,6.992461152,4.595419846,,,,
3263,0.684830667,6.992461152,4.603722093,,,,
3363,0.779733,6.992461152,4.61202434,,,,
3463,0.874635333,6.992461152,4.620326587,,,,
3563,0.969537667,6.992461152,4.628628834,,,,
3663,1.06444,6.992461152,4.636931081,,,,
3763,1.159342333,6.992461152,4.645233328,,,,
3863,1.254244667,6.992461152,4.653535576,,,,
3963,1.349147,6.992461152,4.661837823,,,,
4063,1.444049333,6.992461152,4.67014007,,,,
4163,1.538951667,6.992461152,4.678442317,,,,
4263,1.633854,6.992461152,4.686744564,,,,
4363,1.728756333,6.992461152,4.695046811,,,,
4463,1.823658667,6.992461152,4.703349058,,,,
4563,1.918561,6.992461152,4.711651305,,,,
4663,2.013463333,6.992461152,4.719953553,,,,
4763,2.108365667,6.992461152,4.7282558,,,,
4863,2.203268,6.992461152,4.736558047,,,,
4963,2.298170333,6.992461152,4.744860294,,,,
5063,2.393072667,6.992461152,4.753162541,,,,
5163,2.487975,6.992461152,4.761464788,,,,
5263,2.582877333,6.992461152,4.769767035,,,,
5363,2.677779667,6.992461152,4.778069282,,,,
5463,2.772682,6.992461152,4.78637153,,,,
5563,2.867584333,6.992461152,4.794673777,,,,
5663,2.962486667,6.992461152,4.802976024,,,,
5763,3.057389,6.992461152,4.811278271,,,,
5863,3.152291333,6.992461152,4.819580518,,,,
5963,3.247193667,6.992461152,4.827882765,,,,
6063,3.342096,6.992461152,4.836185012,,,,
6163,3.436998333,6.992461152,4.844487259,,,,
